TimeStamp;1VE301(V);1IE301(A);1PE301(W);1VE302(V);1IE302(A);1PE302(W);1VE303(V);1IE303(A);1PE303(W)
2021_05_08 04:15:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:16:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:17:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:18:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:19:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:20:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:21:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:22:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:23:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:24:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:25:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:26:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:27:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:28:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:29:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:30:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:31:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:32:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:33:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:34:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:35:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:36:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:37:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:38:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
